DATE,SINGAPORE - SINGAPORE DOLLAR/US$,CHINA - YUAN/US$
9/2/2019,ND,ND
9/3/2019,1.3906,7.1786
9/4/2019,1.3842,7.144
9/5/2019,1.3841,7.1468
9/6/2019,1.3797,7.1131
9/9/2019,1.3788,7.121
9/10/2019,1.379,7.1121
9/11/2019,1.3798,7.1153
9/12/2019,1.3741,7.0787
9/13/2019,1.3727,7.0754
9/16/2019,1.3753,7.0659
9/17/2019,1.3745,7.0905
9/18/2019,1.3735,7.0849
9/19/2019,1.3787,7.0959
9/20/2019,1.3763,7.0909
9/23/2019,1.3777,7.1168
9/24/2019,1.3764,7.1138
9/25/2019,1.3788,7.1313
9/26/2019,1.3816,7.13
9/27/2019,1.3812,7.1218
9/30/2019,1.383,7.1477
10/1/2019,1.3851,7.1473
10/2/2019,1.3844,7.1473
10/3/2019,1.38,7.1473
10/4/2019,1.3785,7.1473
10/7/2019,1.3808,7.1473
10/8/2019,1.3824,7.1422
10/9/2019,1.3807,7.1316
10/10/2019,1.3755,7.1153
10/11/2019,1.3714,7.0868
10/14/2019,ND,ND
10/15/2019,1.3709,7.0814
10/16/2019,1.3704,7.092
10/17/2019,1.3648,7.0766
10/18/2019,1.3645,7.0805
10/21/2019,1.3611,7.0748
10/22/2019,1.3622,7.0761
10/23/2019,1.3632,7.0624
10/24/2019,1.3638,7.0684
10/25/2019,1.363,7.0647
10/28/2019,1.3619,7.067
10/29/2019,1.3621,7.0655
10/30/2019,1.3623,7.0541
10/31/2019,1.3608,7.0379
11/1/2019,1.3567,7.0368
11/4/2019,1.3575,7.03
11/5/2019,1.3592,7.0082
11/6/2019,1.36,6.9968
11/7/2019,1.3579,6.9766
11/8/2019,1.3591,6.9954
11/11/2019,ND,ND
11/12/2019,1.3617,7.0066
11/13/2019,1.3626,7.0223
11/14/2019,1.3622,7.0195
11/15/2019,1.3602,7.0075
11/18/2019,1.3596,7.0246
11/19/2019,1.361,7.0263
11/20/2019,1.3615,7.0344
11/21/2019,1.3625,7.0285
11/22/2019,1.3644,7.0389
11/25/2019,1.3654,7.0349
11/26/2019,1.3645,7.0319
11/27/2019,1.3652,7.028
11/28/2019,ND,ND
11/29/2019,1.3674,7.0308
12/2/2019,1.3656,7.038
12/3/2019,1.3644,7.0609
12/4/2019,1.3629,7.0489
12/5/2019,1.3609,7.0445
12/6/2019,1.3606,7.0348
12/9/2019,1.3596,7.0389
12/10/2019,1.3583,7.0328
12/11/2019,1.3584,7.0384
12/12/2019,1.3557,6.9925
12/13/2019,1.3549,6.9925
12/16/2019,1.3549,6.9921
12/17/2019,1.3546,6.9967
12/18/2019,1.3552,7.0029
12/19/2019,1.3546,7.0097
12/20/2019,1.355,7.0063
12/23/2019,1.3562,7.0124
12/24/2019,1.355,7.0064
12/25/2019,ND,ND
12/26/2019,1.354,6.9949
12/27/2019,1.352,6.9954
12/30/2019,1.3483,6.9864
12/31/2019,1.3446,6.9618
